機構名稱,機構代碼,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
(新北)祝三實業股份有限公司,BA0200014,新北市板橋區遠東路1號5樓B室,交通接送服務,02-2953-5583#6675,junyan.chen@trihce.com,蕭中正,20250101,20271231,20241224 10:13:03
上億汽車行,BA1300001,嘉義縣新港鄉月眉村月眉潭208號,交通接送服務(DA01),0910-787749,evachiao2202@gmail.com,林嘉上,20201101,20251231,20240201 13:58:15
好生活居家職能治療所,B50100021,臺北市中山區中山北路三段25之12號（1樓128室）,專業照護服務,0956-041-598,howlifeot@gmail.com,曾翊庭,20200619,20241231,20221229 22:33:08
高雄市私立景雲之家社區(日間照顧)長照機構,2X1500035,高雄市梓官區信蚵里漁港二路10號1樓,喘息服務,07-6109024,Meig.tai@gmail.com,戴玫瑰,20201224,20261231,20240628 16:41:47
烈嶼鄉公所（交通）,BF2100025,金門縣烈嶼鄉林湖村西路60號,交通接送服務,082-364846,icecreamrainie37@gmail.com,洪若姍,20220101,20231231,20230103 10:36:54
台灣好客來交通有限公司,BA1500021,高雄市三民區天津街288號,交通接送服務,73155050,h3157799@gmail.com,劉?圻,20210101,20231231,20230207 14:20:20
財團法人天主教若瑟社會福利基金會附設雲林縣私立常喜樂居家長照機構,1S1100004,雲林縣虎尾鎮和平路108號,喘息服務,05-7982989,a0939888583@gmail.com,浦英雄,20240919,20261231,20240923 11:30:04
康橋診所,B22100010,金門縣金湖鎮新湖里赤東路150號1樓,居家失能個案家庭醫師照護服務,082-330096,the1chen@hotmail.com,陳萬叡,20220101,20241231,20240101 00:33:50
社團法人中華長照協會附設臺北市私立永樂居家長照機構,1R0100029,臺北市文山區羅斯福路六段134號2樓,居家服務,02-2930-6919,chxclc001@gmail.com,金國良,20240101,20261231,20231229 15:47:36
社團法人中華長照協會附設臺北市私立永樂居家長照機構,1R0100029,臺北市文山區羅斯福路六段134號2樓,喘息服務,02-2930-6919,chxclc001@gmail.com,金國良,20250101,20261231,20241120 14:31:19
臺北市政府社會局委託中華民國紅十字會台灣省分會經營管理臺北市中正社區長照機構,2R0100006,臺北市中正區建國里貴陽街一段60號3樓,營養餐飲服務,02-23831958,rct03702883@gmail.com,董光式,20190101,20211231,20210303 17:34:31
臺北市政府社會局委託中華民國紅十字會台灣省分會經營管理臺北市中正社區長照機構,2R0100006,臺北市中正區建國里貴陽街一段60號3樓,日間照顧服務,02-23831958,rct03702883@gmail.com,董光式,20200101,20221231,20210315 14:06:13
臺中市愛心家園附設醫務室,B20800291,臺中市南屯區東興路一段450號2樓,專業照護服務(CC01),956156746,m881@maria.org.tw,莊宏達,20220101,20241231,20230802 17:19:14
財團法人雙福社會福利慈善事業基金會附設嘉義縣私立阿里山南三村社區長照機構,2S1300009,嘉義縣阿里山鄉新美村4鄰66號1樓,日間照顧服務,2765041,nawo0404@gmail.com,吳英賓,20210218,20251231,20240102 15:24:16
財團法人雙福社會福利慈善事業基金會附設嘉義縣私立阿里山南三村社區長照機構,2S1300009,嘉義縣阿里山鄉新美村4鄰66號1樓,喘息服務,2765041,nawo0404@gmail.com,吳英賓,20230411,20251231,20240426 13:54:56
善和居家長照有限公司附設新北市私立善和居家長照機構,1R0200028,新北市板橋區雙十路二段176號4樓,喘息服務,2255-6700,dr.loyuhuan@gmail.com,羅友桓,20250101,20271231,20250103 11:32:58
善和居家長照有限公司附設新北市私立善和居家長照機構,1R0200028,新北市板橋區雙十路二段176號4樓,喘息服務,2255-6700,dr.loyuhuan@gmail.com,羅友桓,20220101,20241231,20220322 10:38:40
泉益居家有限公司附設臺北市私立泉益居家長照機構,1R0100028,臺北市文山區保儀路38號1、2樓,居家服務,02-86618880,chuanyi10910@gmail.com,詹弘毅,20240101,20261231,20231229 13:57:56
泉益居家有限公司附設臺北市私立泉益居家長照機構,1R0100028,臺北市文山區保儀路38號1、2樓,喘息服務,02-86618880,chuanyi10910@gmail.com,詹弘毅,20250101,20271231,20241213 15:07:57
台東縣私立樂心居家長照機構,1X1900004,臺東縣臺東市民生里徐州街334號1樓,喘息服務,089-333556,kuo061226@gmail.com,郭泰豐,20220101,20241231,20240902 17:20:27
高雄市私立慈安居家長照機構,1X1500078,高雄市前鎮區瑞竹里凱旋市場巷84號1樓,喘息服務,07-7260995,ciyoucare@gmail.com,林盈儒,20240701,20261231,20240627 15:14:29
高雄市私立慈安居家長照機構,1X1500078,高雄市前鎮區瑞竹里凱旋市場巷84號1樓,喘息服務,07-7260995,ciyoucare@gmail.com,林盈儒,20230101,20240630,20231230 17:47:31
高雄市私立高安居家長照機構,1X1500080,高雄市三民區正豐街81號1樓,居家服務,07-9769080,gaoan7219@gmail.com,鄭坤豪,20210401,20221231,20210501 16:56:15
大穎國際企業有限公司附設高雄市私立大穎居家長照機構,1V1500041,高雄市苓雅區正大里正言路113號2樓,喘息服務,07-7243925,daying0113@gmail.com,陳靜芸,20240701,20261231,20240627 15:23:46
松年健康事業有限公司附設高雄市私立樂天綜合長照機構,4V1500002,高雄市鳳山區興中里立志街336號3樓,居家服務,(07)710-7533,lottedaycare@gmail.com,林真汶,20230101,20240630,20231219 10:55:18
臺中市私立豐原職人居家長照機構,1X0800156,臺中市豐原區陽明里016鄰中興路7號1樓,喘息服務,920288815,taimay945tc@gmail.com,洪彩琴,20250101,20271231,20241127 16:13:58
臺中市私立豐原職人居家長照機構,1X0800156,臺中市豐原區陽明里016鄰中興路7號1樓,居家服務,920288815,taimay945tc@gmail.com,洪彩琴,20250101,20271231,20241127 16:14:38
瑞兆居服股份有限公司附設臺北市私立瑞兆居家長照機構,1R0100021,臺北市中山區中庄里民生東路2段119號3樓之3,居家服務,02-2537-3968,0965160250rghealth@gmail.com,徐立德,20220101,20241231,20220126 15:43:41
屏東縣私立佳賀居家長照機構,1X1600033,屏東縣潮州鎮光華里永安路28-8號1樓,喘息服務,08-7886256,Elva587@yahoo.com.tw,潘明蘭,20240101,20261231,20240102 18:56:19
屏東縣私立佳賀居家長照機構,1X1600033,屏東縣潮州鎮光華里永安路28-8號1樓,喘息服務,08-7886256,Elva587@yahoo.com.tw,潘明蘭,20230216,20231231,20230216 19:16:43
長榮長照社團法人附設屏東縣私立長榮綜合長照機構,4L1600001,屏東縣麟洛鄉田中村3鄰中華路143號,居家服務,08-7261183,changjung1143@gmail.com,許擇良,20240101,20261231,20240102 10:22:41
上億汽車行,BA1300001,嘉義縣新港鄉月眉村月眉潭208號,社區式交通接送服務(BD03),0910-787749,evachiao2202@gmail.com,林嘉上,20201101,20251231,20240201 13:58:15
財團法人台南市私立聖功社會福利慈善事業基金會,BD1400041,臺南市北區文成路785號3樓,社區式交通接送服務(BD03),06-2501957,shenggong.cbs@gmail.com,邱孟秋,20200325,20261231,20241230 11:37:54
高雄市私立濟德居家長照機構,1X1500072,高雄市鳳山區鳳甲二街216號1樓,喘息服務,914139314,yixin1100514@gmail.com,林哲宇,20240701,20261231,20240627 08:35:54
美樺股份有限公司附設新北市私立美樺居家長照機構,1V0200031,新北市三重區福德里成功路153號2樓之1,喘息服務,29742133,meihua10911@gmail.com,傅翰強,20250101,20271231,20241225 16:19:11
長榮長照社團法人附設屏東縣私立長榮綜合長照機構,4L1600001,屏東縣麟洛鄉田中村3鄰中華路143號,小規模多機能服務,08-7261183,changjung1143@gmail.com,許擇良,20210330,20231231,20210408 11:22:36
財團法人台南市私立聖功社會福利慈善事業基金會,BD1400041,臺南市北區文成路785號3樓,交通接送服務(DA01),06-2501957,shenggong.cbs@gmail.com,邱孟秋,20200325,20261231,20241230 11:37:54
小驢駒小客車租賃有限公司(屏東縣),BA0200018,新北市新莊區復興路2段196巷2弄9之3號,交通接送服務,0910-918631,ss46005176@gmail.com,葉書含,20210101,20231231,20211229 23:23:28
高雄市私立濟德居家長照機構,1X1500072,高雄市鳳山區鳳甲二街216號1樓,喘息服務,914139314,yixin1100514@gmail.com,林哲宇,20210401,20240630,20231230 16:53:06
高雄市私立景雲之家社區(日間照顧)長照機構,2X1500035,高雄市梓官區信蚵里漁港二路10號1樓,日間照顧服務,07-6109024,Meig.tai@gmail.com,戴玫瑰,20201224,20261231,20240628 16:41:47
中華民國原住民老人長期照顧暨婦幼受暴緊急安置發展關懷協會,BE0600008,新竹縣尖石鄉嘉樂村2鄰麥樹仁60號2樓,交通接送服務,03-5842177,j41704101@gmail.com,陳品蓉,20190418,20231231,20211224 10:34:29
美樺股份有限公司附設新北市私立美樺居家長照機構,1V0200031,新北市三重區福德里成功路153號2樓之1,喘息服務,29742133,meihua10911@gmail.com,傅翰強,20220101,20241231,20220224 10:01:07
美樺股份有限公司附設新北市私立美樺居家長照機構,1V0200031,新北市三重區福德里成功路153號2樓之1,居家服務,29742133,meihua10911@gmail.com,傅翰強,20250101,20271231,20241225 16:18:48
高揚威家醫科診所(社區式服務交通接送),B20400125,桃園市復興區澤仁里12鄰忠孝路32號,社區式交通接送服務(BD03),03-3822839,alicewang19891030@gmail.com,高揚威,20201120,20251231,20240205 09:06:53
台灣機能促進協會,BF1500164,高雄市橋頭區成功南路5之5號,營養餐飲服務,07-6110805,tfpapt@gmail.com,何啟傑,20200101,20240331,20240201 12:47:49
邦尼國際企業有限公司附設高雄市私立邦尼顧居家長照機構,1V1500043,高雄市三民區達仁里吉林街50號1樓,居家服務,908558080,bunnygoodhelp@gmail.com,莊子賢,20240701,20261231,20240630 14:55:00
社團法人臺灣長德社區關懷協會,BE1000026,南投縣草屯鎮炎峰里建國街31號,社區式交通接送服務(BD03),049-2356826,changdecare@gmail.com,陳佳秝,20240101,20251231,20240129 09:43:27
家多美長期照顧服務有限公司附設雲林縣私立家多美居家長照機構,1X1100006,雲林縣虎尾鎮墾地里虎興東十街129號1樓,居家服務,05-6312727,doomay2727@gmail.com,黃珮欣,20210317,20261231,20240916 11:03:03
社團法人中華長照協會附設臺北市私立永樂居家長照機構,1R0100029,臺北市文山區羅斯福路六段134號2樓,喘息服務,02-2930-6919,chxclc001@gmail.com,金國良,20220513,20241231,20221229 22:53:17
康威復能物理治療所,B40500026,新竹市北區東大路二段135號1樓,專業照護服務,0933-410614,peterchang0117@gmail.com,張聖志,20240101,20241231,20240116 16:05:12
嘉義市私立嘉泰居家長照機構,1X1200006,嘉義市西區自強里1鄰仁愛一街2號地下室1層,喘息服務,05-2840018,ct88780446@gmail.com,呂鳳珠,20240814,20261231,20240814 11:19:40
臺北市私立前瞻居家長照機構,1X0100030,臺北市文山區興昌里辛亥路4段21巷10號9樓,喘息服務,02-8931-2545,h89312545@gmail.com,楊邦媛,20250101,20261231,20241122 15:24:13
財團法人天主教若瑟社會福利基金會附設雲林縣私立常喜樂居家長照機構,1S1100004,雲林縣虎尾鎮和平路108號,居家服務,05-7982989,a0939888583@gmail.com,浦英雄,20210308,20261231,20240916 11:00:49
貓頭鷹語言治療所,B71500004,高雄市三民區九如一路530號1樓,專業照護服務(CC01),0912-161028,maflada@kimo.com,邱怡璇,20210203,20231231,20230802 17:19:14
社團法人台灣立享長照服務教育發展協會附設雲林縣私立立享居家長照機構,1N1100007,雲林縣斗南鎮五福路14號,居家服務,05-5965811,lixiYL630@gmail.com,朱柏霖,20210311,20261231,20240916 11:09:59
財團法人謙信社會福利慈善事業基金會私立謙信復興社區長照機構,2S0800028,臺中市南區和平里006鄰復興路2段30之22號2樓,日間照顧服務,04-22361120,fsdaycaretw@gmail.com,顧哲銘,20220101,20241231,20230630 08:13:17
財團法人謙信社會福利慈善事業基金會私立謙信復興社區長照機構,2S0800028,臺中市南區和平里006鄰復興路2段30之22號2樓,喘息服務,04-22361120,fsdaycaretw@gmail.com,顧哲銘,20250101,20271231,20250103 18:01:22
耀程耳鼻喉科診所,B20200210,新北市新店區三民路66號1樓,居家失能個案家庭醫師照護服務,02-29171110,klhung.ent@gmail.com,洪光良,20220101,20241231,20220322 17:04:37
雲林縣私立琉璃社區長照機構,2X1100046,雲林縣斗南鎮新崙里25鄰港墘21巷12號,家庭托顧服務,0910-289490,gq121707@yahoo.com.tw,邱郁扉,20230101,20251231,20221230 13:50:33
高雄市私立高安居家長照機構,1X1500080,高雄市三民區正豐街81號1樓,居家服務,07-9769080,gaoan7219@gmail.com,鄭坤豪,20230101,20240630,20231219 08:40:54
高雄市私立高安居家長照機構,1X1500080,高雄市三民區正豐街81號1樓,喘息服務,07-9769080,gaoan7219@gmail.com,鄭坤豪,20230101,20240630,20231230 16:26:36
大穎國際企業有限公司附設高雄市私立大穎居家長照機構,1V1500041,高雄市苓雅區正大里正言路113號2樓,居家服務,07-7243925,daying0113@gmail.com,陳靜芸,20230101,20240630,20231219 10:36:58
邦尼國際企業有限公司附設高雄市私立邦尼顧居家長照機構,1V1500043,高雄市三民區達仁里吉林街50號1樓,居家服務,908558080,bunnygoodhelp@gmail.com,莊子賢,20210401,20221231,20210501 15:10:40
邦尼國際企業有限公司附設高雄市私立邦尼顧居家長照機構,1V1500043,高雄市三民區達仁里吉林街50號1樓,喘息服務,908558080,bunnygoodhelp@gmail.com,莊子賢,20210401,20240630,20231229 16:19:51
臺北榮民總醫院桃園分院附設松柏園護理之家,A30400114,桃園市桃園區三元里成功路三段100號之3,喘息服務,3384889,sjwang30919@gmail.com,鄒芳榆,20240105,20251231,20240105 13:19:35
新竹縣五峰鄉衛生所,B20600057,新竹縣五峰鄉大隘村6鄰大隘99號,專業照護服務,03-5851005,10013446@hchg.gov.tw,秋琦君,20230101,20241231,20231019 10:33:17
台灣長照科技有限公司附設私立利森居家長照機構,1V0800046,臺中市北區明德里025鄰忠明七街22號2樓,居家服務,0906-559799,Lydia19911109@gmail.com,翟文英,20250101,20271231,20250102 08:38:56
青松健康股份有限公司附設私立思齊綜合長照機構,4V0800006,臺中市北屯區?子里005鄰思齊街19號1樓,日間照顧服務,04-24060333,sihcimaster@qingsong.com.tw,陳謀,20220101,20241231,20230629 16:19:04
青松健康股份有限公司附設私立思齊綜合長照機構,4V0800006,臺中市北屯區?子里005鄰思齊街19號1樓,居家服務,04-24060333,sihcimaster@qingsong.com.tw,陳謀,20220101,20241231,20230629 16:19:04
青松健康股份有限公司附設私立思齊綜合長照機構,4V0800006,臺中市北屯區?子里005鄰思齊街19號1樓,日間照顧服務,04-24060333,sihcimaster@qingsong.com.tw,陳謀,20250101,20271231,20241213 13:26:20
財團法人臺中市私立好耆老人長期照顧中心(養護型)附設臺中市私立好耆居家長照機構,1S0800028,臺中市沙鹿區興安里36鄰興安路33之6號1樓,喘息服務,04-26630197,goodnumber3885@gmail.com,王志財,20220101,20241231,20230714 09:24:02
財團法人臺中市私立好耆老人長期照顧中心(養護型)附設臺中市私立好耆居家長照機構,1S0800028,臺中市沙鹿區興安里36鄰興安路33之6號1樓,居家服務,04-26630197,goodnumber3885@gmail.com,王志財,20250101,20271231,20241205 15:04:19
財團法人臺中市私立好耆老人長期照顧中心(養護型)附設臺中市私立好耆居家長照機構,1S0800028,臺中市沙鹿區興安里36鄰興安路33之6號1樓,喘息服務,04-26630197,goodnumber3885@gmail.com,王志財,20250101,20271231,20241205 15:04:19
苗栗縣私立金田居家長照機構,1X0700009,苗栗縣竹南鎮海口里10鄰保福路8號1樓,居家服務,037-481663,a183853@yahoo.com.tw,黃玲琪,20240201,20261231,20240621 10:51:17
臺中市私立耆老林居家長照機構,1X0800166,臺中市西屯區惠來里惠文七街100號8樓之1,居家服務,422519679,shulan97.tw@gmail.com,楊淑蘭,20220101,20241231,20240325 13:32:36
